,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/nuoc-tay-trang-nivea-sach-sau-ngan-ngua-mun-200ml-28140.html,"['28140', '11163', '102507', '92709', '3438', '28146', '3257', '92711', '92707', '7943']",28140,Nguyễn Thị Mỹ Nhi,Nước tẩy trang tốt. Không gây rát gia. Tẩy trang sạch giá còn phải chăng,"Nước Tẩy Trang Nivea Energy Dưỡng Sáng, Mờ Thâm 400ml Đã mua hàng online",20: 58 | 13/09/2023,5.0
11,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,chị châu,nước tẩy trang sử dụng rất ok. cảm giác da rất sạch thoáng. mình từng sử dụng L'Oreal và cocoon nhưng thấy của hãng này ok nhất nó tựa như cocoon nhưng mà sạch sâu hơn vậy. mascara với eyeliner phải tẩy nhiều lần nha,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,23: 58 | 07/08/2023,5.0
12,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,C. THU,"Sản phẩm OKla, dùng giảm mụn hẳng, sạch. Sẽ mua lại",Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,16: 48 | 26/07/2023,4.0
13,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Lê Mỹ Nhàn,"100000000/10 nha mình xài của nhiều dòng lắm r, Loreal (chai xanh vs tím), cocoon, bio (mình bị kích ứng). cái nào mình tẩy xong cũng có cảm giác k sạch í nên cứ nổi mụn quài, mình k make up, chỉ có kcn thôi. xài này đk gần tháng rồi và k có mụn nào luôn. Do mình ăn cay nên có vài cục mụn nhưng không có tình trạng nổi đi nổi lại 1 chỗ như lúc trước. Có AHA nên hơi nóng mặt xíu mà mình da dầu nên hk s. sẽ mua lại nha.",Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,18: 49 | 25/05/2023,5.0
14,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Lang Hoa,"Tẩy sạch mùi thơm,cay mắt",Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,19: 32 | 13/04/2023,5.0
15,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Thái Sơn,"Không biết mọi người như nào nhưng mình sử dụng thấy da không còn tình trạng mụn ẩn nữa, mà kiểu không bị khô da, da mịn hơn hẳn luôn. Nói chung là với mức giá này thì rất OK nha.",Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml Đã mua hàng online,23: 40 | 14/03/2023,5.0
16,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Phụng Kim,Độ làm sạch 8/10 Không làm khô căng da Dùng rất êm nha Mình da dầu mụn ẩn dùng mỗi ngày Giá hạt dẻ chất lượng cao nha,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml Đã mua hàng online,21: 11 | 26/10/2022,5.0
17,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Thư Phạm,hết loại hay dùng mua tạm về sài ai ngờ ok hết biết thơm thơm sạch sẽ êm da rất ok luôn,Nước Tẩy Trang Nature Republic Từ Khoáng Chất 500ml Đã mua hàng online,23: 50 | 20/06/2022,5.0
18,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Nam Thương,"Da nhạy cảm, treatment dùng thấy nóng nóng nhưng mà ưng, sạch sẽ, giá rẻ, mùi thơm dịu, không kích ứng, không khô da",Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,12: 27 | 10/06/2022,4.0
19,https://hasaki.vn/san-pham/nuoc-tay-trang-nature-republic-tu-khoang-chat-500ml-98407.html,"['98405', '98407']",98407,Kim Cương,mình sd thấy nóng rát da..sd gần hết rồi vẫn y vậy.. thơm mùi cam chanh.. trải nghiệm cho biết,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml Đã mua hàng online,21: 47 | 01/05/2022,5.0
20,https://hasaki.vn/san-pham/bb-chong-nang-trang-diem-d-program-tong-sang-30ml-98771.html,"['98771', '98769']",98771,Tiên Như,Rất ok mỏng nhẹ. Lớp trang điểm mịn lì 12h,BB Chống Nắng Trang Điểm d program Tông Sáng 30ml Đã mua hàng online,17: 27 | 16/11/2023,5.0
21,https://hasaki.vn/san-pham/bb-chong-nang-trang-diem-d-program-tong-sang-30ml-98771.html,"['98771', '98769']",98771,Vi Vi,Sp này xài dễ lên mụn ẩn nha. Da mình trước OK lắm xài này tầm nữa tháng da sần lên hết,BB Chống Nắng Trang Điểm d program Tông Sáng 30ml Đã mua hàng online,03: 42 | 16/07/2022,3.0
22,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Nguyen Ngoc Sen,"không mn dùng sao tôi dùng trên khoảng 1h là bị vón cục rồi chán, của mình dùng bản cũ không biết bản có cải thiện gì chưa nữa",Kem Dưỡng L'Oréal Paris Làm Sáng Da Ban Ngày 50ml,19: 11 | 23/10/2022,3.0
23,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Khiêm Lê,giá ok nhưng theo cảm nhận cá nhân của mình thì ko tốt lắm vì xài nó bị đổ dầu nhiều hơn và da ko đủ hơi nhơn rít,Kem Dưỡng L'Oréal Paris Làm Sáng Da Ban Đêm 50ml Đã mua hàng online,19: 20 | 05/07/2022,3.0
24,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Dung Phạm,"Đã dùng 2 lọ, rất mềm mịn dùng qua đêm OK, nhưng khá nhờn rít, thêm đó dưỡng chất tốt thôi chưa quá nh với các da nh khuyết điểm như quá khô",Kem Dưỡng L'Oréal Paris Làm Sáng Da Ban Đêm 50ml Đã mua hàng online,14: 41 | 31/05/2022,4.0
25,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Quỳnh Nga,"không phù hợp với da nhạy cảm, châm chít, rát và ửng đỏ nha",Kem Dưỡng L'Oréal Paris Làm Sáng Da Ban Đêm 50ml Đã mua hàng online,20: 41 | 28/11/2021,4.0
26,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Mộc Tiên,"giá cả trước tiên là ưng với mình, hợp lý. chất lượng cũng khá ổn, xài ko thấy bị kích ứng hay nổi mụn, dưỡng ban đêm nữa nên mình thấy thoải mái",Kem Dưỡng Sáng Da Ban Đêm L'Oreal 50ml Đã mua hàng online,10: 02 | 29/03/2021,5.0
27,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Nguyễn Thị Châu An,"Sản phẩm tốt, mịn da",Kem Dưỡng Sáng Da Ban Đêm L'Oreal 50ml Đã mua hàng online,05: 17 | 23/04/2020,5.0
28,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Dạ Nhật,"Texture mịn, dưỡng ẩm okie, trắng thì ko rõ, có mùi, mùi ko khó chịu.",Kem Dưỡng Sáng Da Ban Đêm L'Oreal 50ml Đã mua hàng online,16: 05 | 14/03/2020,5.0
29,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Thu Thảo Nguyễn,"dùng được 2 ngày thấy mịn da, màu sắc thì chưa thay đổi nhiều, để một thời gian nữa xem.",Kem Dưỡng Sáng Da Ban Đêm L'Oreal 50ml Đã mua hàng online,19: 51 | 05/08/2019,4.0
30,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,Bích Trâm,Tốt,Kem Dưỡng Sáng Da Ban Ngày SPF17/PA++ L'Oreal 50ml,13: 00 | 02/12/2018,4.0
31,https://hasaki.vn/san-pham/kem-duong-sang-da-ban-dem-l-oreal-50ml-2991.html,"['2991', '2992']",2991,thuận nguyễn thị thanh,Tốt,Kem Dưỡng Trắng Da Ban Đêm Whitening+Even Tone- 50ml,14: 11 | 11/08/2017,5.0
32,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Mai Bảo Vy,"ngon - bổ - rẻ, mặt nạ ôm sát da, không bị rơi rớt khi hoạt động, cấp ẩm tốt, mà có hiệu quả trị thâm đáng kể",Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin C Dưỡng Sáng Da 23g,17: 53 | 16/12/2020,5.0
33,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Anh Kiều,"cấp ẩm ổn áp lắm luôn, mà tinh chất hơi ít","Mặt Nạ FOODAHOLIC Chiết Xuất Tổ Yến Cấp Nước, Hỗ Trợ Nâng Cơ 23g Đã mua hàng online",22: 51 | 08/12/2020,4.0
34,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Lê Thuỷ Tiên,Bỏ tủ lạnh lấy ra Đắp đã lắm luôn,"Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin K Hỗ Trợ Se Lỗ Chân Lông, Làm Dịu Da 23g Đã mua hàng online",16: 33 | 01/10/2020,5.0
35,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Trần Ngọc Thanh Kiều,Mặt nạ dùng đã lắm luôn,"Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin B Dưỡng Ẩm, Hỗ Trợ Thu Nhỏ Lỗ Chân Lông 23g Đã mua hàng online",11: 27 | 05/09/2020,5.0
36,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,nguyen hong ngoc thuy,Mặt nạ dùng tốt,"Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin D Hỗ Trợ Phục Hồi, Tái Tạo Da 23g Đã mua hàng online",13: 41 | 29/07/2020,5.0
37,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Châu My,,Mặt Nạ FOODAHOLIC Chiết Xuất Collagen Làm Săn Chắc Da 23g Đã mua hàng online,21: 03 | 13/06/2020,5.0
38,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Minh Huyền,"Sản phẩm cấp ẩm tốt, giá phải chăng",Mặt Nạ FOODAHOLIC Chiết Xuất Ngọc Trai Dưỡng Ẩm Da 23g Đã mua hàng online,10: 01 | 14/06/2021,5.0
39,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Thị Thu Trang,"phù hợp với giá tiền 7k, nhưng 7k mua loại ha dùng thích hơn nhiều","Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin E Cấp Ẩm, Hỗ Trợ Phục Hồi Da 23g Đã mua hàng online",09: 12 | 21/05/2021,5.0
40,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Trúc,Không biết mặt nạ có tác dụng thải độc không mà mình đắp một lúc thấy mặt nóng bừng,Mặt Nạ FOODAHOLIC Chiết Xuất Bột Kim Cương Dưỡng Sáng Da 23g Đã mua hàng online,20: 22 | 15/05/2021,4.0
41,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Thị Ngọc Giàu,Cấp ẩm khá tốttt,"Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin E Cấp Ẩm, Hỗ Trợ Phục Hồi Da 23g Đã mua hàng online",23: 09 | 17/04/2021,5.0
42,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,mai thị ly na,"Ngon, bổ, rẻ","Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin B Dưỡng Ẩm, Hỗ Trợ Thu Nhỏ Lỗ Chân Lông 23g Đã mua hàng online",08: 34 | 17/03/2021,5.0
43,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Trần Thị Phương Dung,Sao em mua mặt nạ vitamin D và vitamin K khi đăp lên mặt có hiện tượng nóng phừng phừng nhỉ? hôm trước qua CN Phan Văn Trị shop hết loại hay dùng được nv tư vấn qua mặt nạ mới nhập này mà hoang mang quá,Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin C Dưỡng Sáng Da 23g Đã mua hàng online,10: 36 | 11/03/2021,4.0
44,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Quỳnh Trang An,"dùg đc mà miếng mask hơi dão, ko ôm khuôn mặt. kim cương và ngọc trai dùg thích nhất",Mặt Nạ FOODAHOLIC Chiết Xuất Bột Kim Cương Dưỡng Sáng Da 23g,00: 34 | 19/01/2021,5.0
45,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Thư,mặt nạ dùng siêu thích,"Mặt Nạ FOODAHOLIC Chiết Xuất Tổ Yến Cấp Nước, Hỗ Trợ Nâng Cơ 23g Đã mua hàng online",22: 07 | 08/01/2021,5.0
46,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Huynh Trang,Mặt nạ hiệu quả nhưng dưỡng chất hơi ít,"Mặt Nạ FOODAHOLIC Chiết Xuất Tổ Yến Cấp Nước, Hỗ Trợ Nâng Cơ 23g Đã mua hàng online",16: 28 | 31/12/2020,5.0
47,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Mai Ngọc Anh,"mặt nạ rẻ đẹp bền, dung dịch siêu nhiều, da ẩm mịn, căng bóng cực",Mặt Nạ FOODAHOLIC Chiết Xuất Vitamin C Dưỡng Sáng Da 23g,17: 50 | 28/12/2020,5.0
48,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Như Huỳnh,,"Mặt Nạ Foodaholic Vitamin K Se Lỗ Chân Lông, Làm Dịu Da 23g Đã mua hàng online",17: 05 | 18/10/2023,5.0
49,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Trân thị vân,Mặt nạ cấp ẩm.tinh chất vừa phải.đắp xong da rất minh.da nhạy cảm không bị kích ứng.đã mua lại.,"Mặt Nạ Foodaholic Vitamin K Se Lỗ Chân Lông, Làm Dịu Da 23g Đã mua hàng online",21: 29 | 01/07/2023,5.0
50,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Minh Thư,Mặt nạ này đắp xong có cần rửa lại với nước kh ạ,Mặt Nạ Foodaholic Chiết Xuất Vitamin C Dưỡng Sáng Da 23g Đã mua hàng online,19: 24 | 12/04/2023,5.0
51,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Parsley,"thấy rẻ tính đắp ẩm chơi thôi ai dè trưa ngủ dậy rửa lại với nước thấy da căng, ẩm, sáng. hú hồn","Mặt Nạ Foodaholic Vitamin D Phục Hồi, Tái Tạo Da 23g Đã mua hàng online",18: 30 | 05/03/2023,5.0
52,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Như,mình dùng loại này 6thag rồi á. giá rẻ nên mùi hơi ghê nhưng mà có hiệu quả đó nhe. sẽ còn mua lại.!!!,Mặt Nạ Foodaholic Chiết Xuất Ngọc Trai Dưỡng Ẩm Da 23g Đã mua hàng online,00: 45 | 06/01/2023,4.0
53,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Nguyễn Như,mình dùng loại này 6thag rồi á. giá rẻ nên mùi hơi ghê nhưng mà có hiệu quả đó nhe. sẽ còn mua lại.!!!,Mặt Nạ Foodaholic Chiết Xuất Vitamin C Dưỡng Sáng Da 23g Đã mua hàng online,00: 45 | 06/01/2023,5.0
54,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Tiên Trần,"Mình xài 2 loại này của hãng bị châm chích nóng mặt khó chịu. Tinh chất dưỡng ít, mùi của collagen mình không thích mấy",Mặt Nạ Foodaholic Chiết Xuất Collagen Làm Săn Chắc Da 23g Đã mua hàng online,20: 13 | 11/11/2022,2.0
55,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Phuong Pham,giá rẻ nên chất lượng cũng khác. hiệu qua sau sử dụng không rõ mấy.khi xài khoảng 1 2 phut trước gió mặt nạ đã bám vào da(không giống loại cao cấp). mình nghĩ nên kết hợp xen lẫn giữa cao cấp và bình dân sẽ hiệu quả hơn đối với chị em kinh tế eo hẹp,"Mặt Nạ Foodaholic Vitamin E Cấp Ẩm, Phục Hồi Da 23g Đã mua hàng online",14: 27 | 30/06/2022,4.0
56,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Phan Nguyễn Lam Thuyên,tại sao e đặt 10 miếng mặt nạ 10 loại nhưng lại giao 1 loại thôi vậy,Mặt Nạ Foodaholic Bột Kim Cương Dưỡng Sáng Da 23g Đã mua hàng online,14: 55 | 18/06/2022,4.0
57,https://hasaki.vn/san-pham/mat-na-foodaholic-chiet-xuat-collagen-lam-san-chac-da-23g-85449.html,"['85447', '85451', '85065', '85067', '85449', '85445', '85437', '85439', '85441', '85443']",85449,Dung Phạm,"Giá rẻ, hợp học sinh sinh viên nhưng không có tác dụng gì mấy, không gây kích ứng da. đắp cho mát ok",Mặt Nạ Foodaholic Chiết Xuất Vitamin C Dưỡng Sáng Da 23g Đã mua hàng online,14: 33 | 31/05/2022,4.0
58,https://hasaki.vn/san-pham/mat-na-cocoon-chiet-xuat-bi-dao-giam-dau-mun-30ml-86705.html,"['92997', '86705']",86705,Cát Tường,"đắp lên châm chích như lời đồn nhưng một tí sẽ hết, mát mát sảng khoáiii. Xài xong mụn dịu lại tốt lắm ạ",Mặt Nạ Bí Đao Cocoon 30ml Đã mua hàng online,12: 31 | 21/08/2020,5.0
59,https://hasaki.vn/san-pham/mat-na-cocoon-chiet-xuat-bi-dao-giam-dau-mun-30ml-86705.html,"['92997', '86705']",86705,Châu My,"mask xài thích, mát ban đầu hơi châm chích một lúc thì hết, da dịu mấy nốt mụn nhỏ cũng xẹp hơn. nói chung là ưnggg lắmmmmmmmm, cái này bỏ tủ lạnh xài thích hơn nữa",Mặt Nạ Bí Đao Cocoon 30ml Đã mua hàng online,13: 40 | 14/08/2020,5.0
60,https://hasaki.vn/san-pham/mat-na-cocoon-chiet-xuat-bi-dao-giam-dau-mun-30ml-86705.html,"['92997', '86705']",86705,Nguyễn Thị Thanh Trà,"Xài mặt nạ cực thích luôn ạ, ban đầu hơi châm chích nma sau đó vài phút thì hết. Nói chung là nghiện",Mặt Nạ Bí Đao Cocoon 30ml Đã mua hàng online,15: 14 | 29/07/2020,5.0
