,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/nuoc-tay-trang-tuoi-mat-l-oreal-3-in-1-danh-cho-da-dau-da-hon-hop-400ml-19325.html,"['99707', '102557', '5294', '19286', '19325', '95711', '5296', '74832', '34119']",19325,Thu Hương,"mình siêu ưng em này luôn, đợt đc tặng sn mà ghiền dùng đến giờ, trộm vía thấy da k bị khô mà vẫn ẩm","Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, Khô 400ml Đã mua hàng online",00: 15 | 08/03/2024,5.0
11,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Ngô thị ngư ý,Sản phẩm tốt,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml,13: 31 | 24/02/2024,5.0
12,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Hoài anh,Ok,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml,13: 59 | 11/12/2023,5.0
13,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,trinh nguyễn,mình thấy để tặng thêm 2 cây bông tt mà lúc nhận hàng chỉ có 1 chai toner thôi còn bông tt thì không thấy đâu làm hụt hẫng xĩu,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,12: 11 | 11/12/2023,4.0
14,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Phan Hải,Hàng xài cấp ẩm rất tốt đang xài thấy rất hiệu quả,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml,10: 03 | 21/11/2023,5.0
15,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,VAnh,ghi tặng bông tẩy trang mà nhận hàng ko thấy :))),Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,09: 59 | 19/11/2023,4.0
16,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Tú Vân,"chân ái của tui xài chai thứ 3 rồi cấp ẩm nhẹ , xài mướt da",Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,16: 52 | 14/10/2023,5.0
17,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Kim An,ok,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,15: 29 | 07/10/2023,5.0
18,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Linh Linh,Dùng rất ok nha cấp ẩm tốt tonner chân ái dùng đến chai t2 rồi,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,18: 05 | 23/09/2023,5.0
19,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html,"['65994', '65998']",65994,Xuân Trang,okk nha,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml Đã mua hàng online,21: 50 | 18/09/2023,5.0
20,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,TRINH NGUYỄN THỊ THÙY,dùng oke,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,09: 59 | 13/03/2024,5.0
21,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,nguyen hong ngoc thuy,"chất kem dễ tán, chống nắng ổn, chỉ là ko nâng tông",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,18: 50 | 16/02/2024,5.0
22,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,NiNi,"Dòng kcn mới này thật sự k thích hợp với mình. Kiểu khá nhờn trên da, k có độ makeup như pb cũ. Thật sự thất vọng.",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,08: 00 | 01/01/2024,3.0
23,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Nguyễn Tường An,"Thấy mọi người chê pb mới này quá, nhưng cá nhân mình lại thấy cũng rất ok mà. Chất kem tán dễ, nhìn mịn lì trên da, có vết thương hở sẽ hơi châm chích một chút rồi hết. Với người kh thích kcn nâng tone như mình thì rất thích pb mới này",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,09: 34 | 26/12/2023,4.0
24,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Trần Thu Cần,Sài bản mới thích lắm k bị cay mắt bôi lên da mềm mịn k bị vón cục như bản cũ,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,01: 09 | 24/12/2023,5.0
25,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Hồ Thị Hiền,"Mình thấy dòng mới này dùng kiềm dầu khá tốt, không nâng tông. Riêng da mình thấy hợp dòng này, thoa vào ko bết nhẹ da cực kỳ luôn. So với dòng cũ thì okla hơn nha… đáng mua",Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,13: 43 | 18/12/2023,5.0
26,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Nguyễn thị thủy,Mình thích bản cũ hơn,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,06: 10 | 04/12/2023,5.0
27,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Nguyễn Thị Thanh Thi,sản phẩm quá tuyệt vời,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,12: 29 | 03/12/2023,5.0
28,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Mỹ Kim,sản phẩm tốt,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,15: 03 | 16/11/2023,5.0
29,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html,"['114559', '12684']",12684,Mani Ho,mình còn pb cũ ko ak,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml Đã mua hàng online,10: 04 | 16/11/2023,5.0
30,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Sô Thu,"Mình thấy loại này hợp với da mình nhất, mình xài hết 3 chai rồi thấy rất oke luôn. Có hơi nâng tone nhẹ lúc sau sẽ tệp vào da, lớp nền mịn mướt",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,08: 39 | 11/03/2024,5.0
31,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,La Minh Dũng,"tốt kiềm dầu ổn , ko bị nâng tone da qua mức tệp vào da sau 15 đến 30p. trời lạnh cũng ko bị khô căng da kiềm dầu nhưng da ẩm mịn nha. trộn vía không kích ứng lên mụn gì cả. da ngăm dùng oke nha mấy bà. nên phủ thêm lớp phấn phủ nữa là đi lm ko trôi nha",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,00: 33 | 01/03/2024,5.0
32,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,KIM YẾN,"Da mình hỗn hợp td mụn luôn. Kinh qua nhiều loại kem CN rất nhiều. Nhưng dừng lại ở kem CN Skin 1004 xài hoài. Rẻ, dễ mua, chất kem dễ tán, mùi thơm nhẹ, nâng tông vừa, kiềm dầu nhưng ko bị khô da, ko hề cay mắt, ko bị nổi mụn",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,08: 41 | 03/02/2024,5.0
33,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Thi,E mua để tặng bông tẩy trang nhưng k thấy nhĩ,Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,11: 24 | 30/01/2024,5.0
34,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,minh ngọc,Kcn nâng tone thơm dạng đặc Mình da dầu sd rất thích,Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml Đã mua hàng online,21: 58 | 02/01/2024,5.0
35,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,CHỊ THẢO,"Da mình hỗn hợp td mụn luôn. Kinh qua nhiều loại kem CN rất nhiều. Nhưng dừng lại ở kem CN Skin 1004 xài hoài. Rẻ, dễ mua, chất kem dễ tán, mùi thơm nhẹ, nâng tông vừa, kiềm dầu nhưng ko bị khô da, ko hề cay mắt, ko bị nổi mụn. Mình viết lên đây để bạn nào muốn tìm kem CN rẻ mà chất cho da hỗn hợp td thì có thể mua loại này dùng.",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml,15: 56 | 21/12/2023,5.0
36,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Hạ uyên,"Da mình da dầu và nhạy cảm rất khó chọn kem chống nắng, nhưng loại này phải nói là 10đ ko có nhưng, mới thoa sẽ nâng tone nhiều nhưng khoảng 15-30p sẽ tệp vào da hết, thấm nhanh ko bết rít khó chịu, nhẹ mặt, có thể sau 2 tiếng dặm thêm cũng rất okie nhé !",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,19: 05 | 30/11/2023,5.0
37,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Yến vy,"Sau 1 tuần sử dụng thì mình thấy khá hợp với Skin1004, trước đấy mình toàn dùng SkinAqua màu tím xanh nhưng nâng tone không như mong muốn cũng như kiềm dầu ở mức trung bình, tầm 3 tiếng là da đổ dầu. Chuyển sang dùng em này khá là đúng đắn, ưng từ việc nâng tone, kiềm dầu lâu, dễ tán, dễ tệp vào da.",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,21: 39 | 28/11/2023,5.0
38,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Nguyễn Ngọc Cát Tường,"Đọc nhận xét thấy nhiều bạn chê nhưng mình thấy cũng tuỳ người hợp ko thôi, da mình trắng, da dầu nhẹ nên sài tệp vào da, thấm nhanh, hơi mùi nhưng khoảng 1 tiếng là kem tệp vào da hẳn, dùng mỗi kcn thôi mà ai cũng khen da xinh mặc dù da mình có thâm và 1 vài chỗ rỗ do mụn, nchung mình thấy e này 10₫ dùng k bị mụn mà còn sáng mịn da",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml Đã mua hàng online,15: 44 | 27/11/2023,5.0
39,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html,"['86167', '107750']",86167,Uyen Le,"Da mình hỗn hợp khô và tiết dầu, dễ mụn. Dùng kcn này á ổn, êm, nâng tông nhẹ. Okie nhen.",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 20ml Đã mua hàng online,11: 25 | 19/11/2023,5.0
40,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Phùng Tạ Linh,"Thích finish của dòng này nhất, nhưng là khi vận động nhẹ, ở nơi không có anh nắng quá gắt, tất cả đều ổn. Cái thích nhất là hiệu ứng của sp khi ở trên da, nếu có ra ngoài trời, lái xe, tiếp xúc ánh nắng nhiều thì nên cân nhắc, đổ mồ hôi và hơi cay mắt",Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml Đã mua hàng online,15: 30 | 04/02/2024,5.0
41,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Ngoc Anh,Sản phẩm chất lượng đáng sử dụng,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,11: 21 | 25/01/2024,5.0
42,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Hoaithu25071993,sp tốt,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,11: 24 | 09/01/2024,5.0
43,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Nguyễn Cát Tường,kem bôi kg bị lộ vân kem chống nắng 24h OK . nên mua,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,11: 51 | 27/12/2023,5.0
44,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Hảo Phan,,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,11: 30 | 22/12/2023,5.0
45,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Vũ thu duyên,Sản phẩm chất lượng đáng để sử dụng,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,11: 21 | 12/12/2023,5.0
46,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Nguyễn Thị Cẩm Dung,,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,16: 47 | 23/11/2023,5.0
47,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Lê Thuý Hoài,Sản phẩm dùng tốt lắm,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml,16: 03 | 23/11/2023,5.0
48,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Minh Trang,ngon,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml Đã mua hàng online,10: 05 | 10/11/2023,5.0
49,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-bao-ve-hoan-hao-60ml-99221.html,"['114435', '99217', '114991', '99221']",99221,Mai Đặng,,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml Đã mua hàng online,23: 28 | 24/10/2023,5.0
